ID,Titulo,Empresa,Area,Nivel,Cidade,Estado,Modalidade,Tipo_Contrato,Salario_Min,Salario_Max,Experiencia_Min_Anos,Requisitos,Beneficios,Descricao,Data_Publicacao,Vagas_Disponiveis,Link_Inscricao
2211,Desenvolvedor Mobile Diretor,NextCloud Tech,Desenvolvimento Mobile,Diretor,Teresina,PI,Presencial,PJ,18771,21194,5,"Go, Android Studio, Flutter, Negociação, Networking, Swift, Kotlin, Inteligência emocional, Oracle, Adaptabilidade","Vale-Refeição, Vale-Transporte, Plano de Saúde","Repudiandae blanditiis corrupti voluptate tempore vel facilis. Vero sapiente vel ex dignissimos doloribus.
Nobis ipsum eligendi impedit optio odit. Cum quisquam architecto minus voluptas error. Quia explicabo quisquam corrupti ullam.
Officiis sit veritatis perspiciatis sunt. Voluptate eos aspernatur.
A nisi doloribus maiores perferendis iusto asperiores. Accusamus dolores nulla similique facilis modi qui. Cum consectetur quas facilis.",23/11/2023,5,https://carreiras.nextcloudtech.com.br/vaga/2211
2212,Engenheiro DevOps Sênior,InnoData Ltda.,DevOps,Sênior,Fortaleza,CE,Presencial,Estágio,6671,9740,10,"Azure, Linux, Mentalidade de crescimento, Terraform, AWS, Gestão de tempo, Docker, GCP, Inteligência emocional, Jenkins, Git, Liderança","Vale-Refeição, Vale-Transporte, Plano de Saúde","Praesentium sequi vitae atque corrupti. Cumque in explicabo laborum. Ipsam laboriosam sunt perferendis.
Explicabo aliquam debitis fugiat perferendis odit. Similique quasi natus doloribus quaerat architecto dolorem similique. Accusamus fugiat nisi fugit doloribus quasi iusto.
Accusantium recusandae consequuntur libero. Voluptatum fuga neque quos reprehenderit error magni numquam. Esse sequi quaerat accusamus voluptatibus dolorem explicabo.",26/06/2024,3,https://carreiras.innodataltda.com.br/vaga/2212
2213,Administrador de Sistemas Sênior,EliteTech,Administração de Sistemas,Sênior,Porto Alegre,RS,Híbrido,Trainee,4288,11505,10,"Java, Linux, Networking, PowerShell, Gerenciamento de conflitos, Trabalho em equipe, Active Directory","Vale-Refeição, Vale-Transporte, Plano de Saúde, Seguro de Vida, Bônus Anual","Molestias adipisci nulla doloremque perferendis molestiae excepturi. Rerum voluptatibus cupiditate enim quisquam a. Voluptatem numquam optio tenetur rerum.
Saepe officiis iusto est. Impedit facere odit placeat placeat ipsa. Aspernatur dolor ullam optio quia aliquam itaque.
Natus architecto facere optio beatae repellendus. Nobis ipsum vel unde in illo sunt.
In molestias alias id eius. Eveniet tenetur perspiciatis nam beatae. Aperiam numquam tenetur dolores.
Ad amet molestiae doloremque.",19/06/2023,2,https://carreiras.elitetech.com.br/vaga/2213
2214,Especialista em Internet das Coisas Júnior,PrimeSystems,IoT,Júnior,Goiânia,GO,Presencial,PJ,19538,21582,0,"Spring, Mentalidade de crescimento, MQTT, Arduino, C#, Raspberry Pi, Sistemas Embarcados, Resiliência","Vale-Refeição, Vale-Transporte, Plano de Saúde","Doloremque debitis unde. Consectetur at vero ipsum. Atque id quis ipsam totam repellendus.
Molestiae enim quis tempore aspernatur laboriosam soluta. Possimus necessitatibus quidem voluptatibus praesentium aliquam quia illum.
Laudantium deserunt explicabo ratione dolor hic ipsam iure. Culpa quis saepe. In eligendi quae. Repellat vero magni earum numquam.
Qui est aperiam commodi. Ad veniam rerum nostrum. Nam labore reiciendis mollitia eligendi labore ipsam.",10/02/2024,3,https://carreiras.primesystems.com.br/vaga/2214
2215,Arquiteto de Dados Sênior,NextCompute Soluções,Engenharia de Dados,Sênior,São Luís,MA,Híbrido,Estágio,12233,21463,9,"Java, Power BI, Ética de trabalho, Airflow, Spark, NoSQL, Inteligência emocional, Hadoop","Vale-Refeição, Vale-Transporte, Plano de Saúde, Seguro de Vida, Bônus Anual","Architecto praesentium laboriosam neque inventore. Quaerat deserunt natus voluptas ipsa architecto voluptate. Neque tempore ad assumenda.
Sunt sapiente doloremque voluptates dignissimos provident. Laudantium in error assumenda dolore assumenda provident. Sed quasi esse id esse sapiente aliquam cupiditate.
Tempora repellendus recusandae voluptatum. Illum totam corrupti alias. Enim autem veritatis vitae.",06/02/2023,5,https://carreiras.nextcomputesoluções.com.br/vaga/2215
2216,Especialista em Qualidade Júnior,SmartTech,QA e Testes,Júnior,Maceió,AL,Remoto,CLT,16460,24911,0,"JUnit, AWS, Gestão de tempo, Agile, Network Security, Comunicação, Testes de Integração, Testes Unitários, Adaptabilidade","Vale-Refeição, Vale-Transporte, Plano de Saúde, Seguro de Vida, Bônus Anual","Eligendi facere error voluptate deleniti adipisci. Qui laboriosam doloribus voluptate ea. In sapiente officia.
Repudiandae non esse inventore quia dolor. Error pariatur quis architecto modi dolores expedita.
Impedit repellat facilis repudiandae autem dolore. Vero placeat ipsam dolore. Tempore sequi ullam repudiandae temporibus dignissimos.
Quas animi accusantium debitis culpa. Ab dolorem nisi reprehenderit debitis fugit odio. Ipsam inventore consectetur officia maiores totam nobis.",23/12/2023,5,https://carreiras.smarttech.com.br/vaga/2216
2217,Arquiteto de Soluções Diretor,InnoTech,Arquitetura de Software,Diretor,São Luís,MA,Remoto,Estágio,12043,18206,1,"UML, Negociação, Design Patterns, Inteligência emocional, PostgreSQL, JavaScript, Microserviços, Redis, Cybersecurity, Adaptabilidade, Rust, Criatividade","Vale-Refeição, Vale-Transporte, Plano de Saúde","Amet veniam dolorum aspernatur odit et. Possimus nesciunt culpa ipsa occaecati. Aut occaecati quae consequuntur exercitationem odit nam culpa.
Cupiditate magni sit dolorem eos voluptatem. Eos tempora exercitationem voluptatum nulla sequi inventore. Hic doloremque quos.
Voluptatum eveniet totam nam dolores. Ipsam voluptatum necessitatibus odit quas vel.
Eum fugit numquam eligendi amet reiciendis repellat. Eveniet cum quod odit. Est doloribus velit similique.",06/10/2024,1,https://carreiras.innotech.com.br/vaga/2217
2218,Desenvolvedor de Banco de Dados Diretor,HyperNetworks Soluções,Banco de Dados,Diretor,Brasília,DF,Remoto,Estágio,18448,27742,4,".NET, Mentalidade de crescimento, DBA, MySQL, PHP, Empatia, Spark, C#, Oracle, SQL","Vale-Refeição, Vale-Transporte, Plano de Saúde","Nostrum excepturi minus. Accusamus accusamus modi delectus. Facere architecto molestias ab odit molestias unde odit.
Temporibus nam saepe animi magni. Necessitatibus voluptatibus autem laudantium a nam sapiente.
Ut hic ad explicabo omnis. Fugit provident magnam provident ab voluptatem. Perferendis quis magni inventore.
Delectus reprehenderit adipisci accusamus.",13/08/2023,1,https://carreiras.hypernetworkssoluções.com.br/vaga/2218
2219,Especialista em Segurança da Informação Júnior,PrimeTechnologies,Segurança da Informação,Júnior,Duque de Caxias,RJ,Presencial,CLT,3844,6401,0,"Criptografia, Go, DevOps, Gestão de tempo, Tomada de decisão, MySQL, Vue.js, Segurança de Redes, Ética de trabalho, Flask, Pentest, Criatividade","Vale-Refeição, Vale-Transporte, Plano de Saúde, Seguro de Vida, Bônus Anual","Pariatur qui voluptatem magni vero. Harum accusantium odit magnam voluptas. Minima veniam modi consequatur alias sint alias.
Iste hic laboriosam. Assumenda eum fugit tempora vero fugit.
Aliquid veritatis itaque. Iure architecto libero sit tempora unde necessitatibus. Saepe alias temporibus nam fugit ducimus molestias.
Voluptas placeat eveniet aliquam illo delectus qui voluptatum. Laboriosam quo reprehenderit. Quisquam beatae nihil culpa nisi non magnam.",03/07/2023,4,https://carreiras.primetechnologies.com.br/vaga/2219
2220,Desenvolvedor Android Júnior,CyberDigital,Desenvolvimento Mobile,Júnior,Porto Alegre,RS,Remoto,Trainee,18521,21295,0,"Power BI, Android Studio, Mentalidade de crescimento, Gestão de tempo, Swift, MySQL, Kotlin, Inteligência emocional, Oracle, CI/CD, iOS, Pensamento crítico","Vale-Refeição, Vale-Transporte, Plano de Saúde, Seguro de Vida, Bônus Anual","Quos ab delectus hic iure veritatis necessitatibus. Et inventore quaerat sunt similique.
Aliquid neque unde voluptatum blanditiis molestiae nihil. Praesentium rerum quas necessitatibus ad occaecati. Magnam dolores accusamus consequatur. Blanditiis occaecati enim id repellendus assumenda.
Doloribus provident rem libero officia fugit. Quasi dignissimos quisquam vel quibusdam enim.
Maxime ea sit omnis numquam nemo.
Enim quae explicabo. Nulla dignissimos et veritatis tempora eum.",15/10/2023,2,https://carreiras.cyberdigital.com.br/vaga/2220
2221,Especialista em Qualidade Sênior,NextCompute Tech,QA e Testes,Sênior,Belo Horizonte,MG,Remoto,Estágio,8992,10910,1,"Java, Networking, Automação de Testes, Testes de Integração, Spark, Comunicação, Testes Unitários, Inteligência emocional, Criatividade","Vale-Refeição, Vale-Transporte, Plano de Saúde","Aliquam ad quis. Assumenda sapiente earum fugit. Aspernatur quibusdam sequi.
Autem laborum excepturi aperiam omnis ad aliquam. Inventore adipisci dolore ea.
Maxime iusto tempora ipsa aliquid veniam. Ipsa sint assumenda minima libero aliquid.
Dolore asperiores neque nostrum ullam. Occaecati dolore eum ex aperiam ad.",22/05/2024,2,https://carreiras.nextcomputetech.com.br/vaga/2221
2222,Analista de Dados Sênior,DigitalWave,Ciência de Dados,Sênior,Recife,PE,Híbrido,PJ,5716,15514,2,"Java, Empatia, Pandas, Gerenciamento de conflitos, Organização, Jenkins, Scikit-Learn, Estatística, Liderança","Vale-Refeição, Vale-Transporte, Plano de Saúde","Deserunt voluptas nostrum praesentium dolores magni suscipit. Omnis itaque odio nobis odio velit. Corporis eum earum est reprehenderit rem earum.
Inventore perferendis iure cumque quibusdam nobis sapiente. Ab explicabo culpa fugiat earum. Debitis incidunt eius possimus exercitationem.
Soluta sunt minima cumque. Quis error sequi dicta.
Velit voluptatem at quo excepturi itaque eius.
Pariatur odit iste. Corrupti atque eos accusamus officiis dicta. Modi nobis doloremque maxime debitis iure ab.",27/10/2023,1,https://carreiras.digitalwave.com.br/vaga/2222
2223,Engenheiro DevOps Sênior,PearlSystems,DevOps,Sênior,São Gonçalo,RJ,Híbrido,CLT,16619,22209,6,"Azure, Negociação, Terraform, Agile, Docker, Trabalho em equipe, JavaScript","Vale-Refeição, Vale-Transporte, Plano de Saúde, Seguro de Vida, Bônus Anual","Corrupti recusandae facilis illum veniam. Quisquam laboriosam quo cupiditate ratione earum id.
Modi laudantium repudiandae ipsam. Hic quam iure saepe.
Laboriosam voluptatem magnam eligendi adipisci possimus. Earum ducimus saepe eum libero autem. Sapiente nesciunt laborum commodi accusamus blanditiis. Esse accusamus quam dicta iure earum a rerum.
Impedit architecto et excepturi ex aliquam. Officiis excepturi libero facilis atque.",25/05/2023,1,https://carreiras.pearlsystems.com.br/vaga/2223
2224,Analista de BI Júnior,PrimeSystems,Business Intelligence,Júnior,Florianópolis,SC,Remoto,Temporário,18144,23867,0,"Reporting, Power BI, Linux, SQL, Ética de trabalho, Tableau, Data Warehouse, Cybersecurity, Criatividade","Vale-Refeição, Vale-Transporte, Plano de Saúde","Eius dolor at accusamus eveniet saepe tempore. Alias sint magni nemo nostrum nesciunt.
Perferendis nisi aut commodi cumque voluptatum. Voluptas facilis dolor.
Quisquam eveniet id accusantium laborum eligendi voluptatem. Ratione sed necessitatibus expedita autem repellat.
Harum dicta tempora nostrum. Occaecati aperiam ad ut repudiandae similique culpa.
Deserunt impedit sed nostrum iste a. Consequatur earum soluta mollitia ducimus tempora sapiente distinctio. Nemo alias modi illum.",27/08/2023,5,https://carreiras.primesystems.com.br/vaga/2224
2225,Técnico de Suporte Sênior,AlgoTech,Suporte Técnico,Sênior,São Gonçalo,RJ,Híbrido,Trainee,17719,19872,5,"Azure, Spring, .NET, Troubleshooting, Negociação, Agile, Suporte ao Usuário, Inteligência emocional","Vale-Refeição, Vale-Transporte, Plano de Saúde, Seguro de Vida, Bônus Anual","Ipsum inventore alias sapiente totam rerum esse possimus. Commodi quidem provident ipsa.
Cum quidem impedit tempore. Occaecati distinctio est minus. Minus laboriosam cumque necessitatibus deleniti ipsam repellat.
Sit cumque doloremque sunt architecto nemo iste. Dignissimos placeat maiores quis aliquid blanditiis officiis. Vitae magnam commodi facere ipsum quis cumque.
Iure minus accusamus quaerat. Cupiditate cum officia sed officiis veniam eligendi. Porro quia velit sint earum reprehenderit.",17/10/2024,5,https://carreiras.algotech.com.br/vaga/2225
2226,Analista de Testes Diretor,CyberSystems,QA e Testes,Diretor,Natal,RN,Presencial,Trainee,11447,15553,8,"Negociação, Gestão de tempo, Kotlin, Automação de Testes, Testes de Integração, Testes Unitários, Trabalho em equipe, Oracle, Jenkins","Vale-Refeição, Vale-Transporte, Plano de Saúde","Quaerat ducimus voluptatibus facere alias. Repellat voluptatibus eius cum voluptates neque at. Earum incidunt quo magnam ducimus ratione fugit. Impedit iure culpa aut eligendi consectetur fugiat.
Consequatur quod repellat natus eius. Dignissimos vitae deleniti veniam. Maiores a ratione voluptatibus.
Eius totam voluptate veritatis corporis iusto mollitia nemo. Nobis architecto deleniti deserunt harum similique sunt itaque. Ducimus repellat ut quidem autem.",06/07/2024,3,https://carreiras.cybersystems.com.br/vaga/2226
2227,Especialista em Qualidade Sênior,CyberDigital,QA e Testes,Sênior,Rio de Janeiro,RJ,Remoto,Trainee,15381,21845,5,"JUnit, Spring, Go, Swift, Network Security, Ética de trabalho, Automação de Testes, Testes de Integração, Flask, Testes Unitários, Selenium, Adaptabilidade, Criatividade","Vale-Refeição, Vale-Transporte, Plano de Saúde","Doloremque quaerat blanditiis assumenda dolores.
Vitae exercitationem at aperiam eum sapiente id eos. Libero alias numquam molestias ducimus.
Eos corrupti reiciendis quo expedita. Pariatur consequatur asperiores fugiat delectus sapiente. Esse iste explicabo quibusdam voluptatum quod amet doloremque.
Amet eaque tempore illum deserunt ipsa perspiciatis. Vero rem laudantium enim minus nobis. Sint excepturi nostrum eius.",11/10/2024,2,https://carreiras.cyberdigital.com.br/vaga/2227
2228,Arquiteto de Dados Gerente,CyberDigital,Engenharia de Dados,Gerente,Duque de Caxias,RJ,Híbrido,Temporário,16540,25737,8,"Feedback construtivo, Airflow, PHP, Spark, C#, Inteligência emocional, SQL, Persuasão","Vale-Refeição, Vale-Transporte, Plano de Saúde","Sed culpa praesentium voluptas. Et recusandae ea dignissimos incidunt eaque ipsam. Provident labore perferendis corporis aliquid expedita.
Autem perferendis unde animi ratione. Possimus expedita debitis mollitia exercitationem.
Soluta id aut alias dolore. Officiis aliquam nostrum nulla iste veritatis asperiores. Mollitia mollitia delectus ipsum nam aliquam facere.",14/02/2024,4,https://carreiras.cyberdigital.com.br/vaga/2228
2229,Engenheiro de IoT Sênior,FutureTech,IoT,Sênior,Goiânia,GO,Presencial,Trainee,2163,9552,4,"C++, MQTT, Arduino, Gerenciamento de conflitos, Spark, Trabalho em equipe, Resiliência, Criatividade","Vale-Refeição, Vale-Transporte, Plano de Saúde, Seguro de Vida, Bônus Anual","Animi corrupti dolores quaerat quaerat fuga. Nobis soluta quisquam amet asperiores.
Velit reiciendis eaque nam vero. Consequuntur suscipit ea velit. Rem magnam beatae voluptatum consectetur occaecati corrupti. Officia officia saepe aut maiores autem fugit.
Quas id quos vitae at a iure. Et rerum numquam qui numquam eligendi expedita. Eos deleniti perspiciatis nostrum optio alias aspernatur nemo. Delectus sed excepturi.",04/04/2024,2,https://carreiras.futuretech.com.br/vaga/2229
2230,Especialista em Internet das Coisas Diretor,QuantumCode Systems,IoT,Diretor,Fortaleza,CE,Híbrido,Estágio,12406,20581,10,"Negociação, Kubernetes, Raspberry Pi, Ruby, JavaScript, Protocolos IoT, PostgreSQL, CI/CD, Sistemas Embarcados, Criatividade","Vale-Refeição, Vale-Transporte, Plano de Saúde, Seguro de Vida, Bônus Anual","Molestias commodi eaque ratione nemo porro. Velit voluptas quod voluptates illo laudantium eum.
Officiis officiis dolore ut est. Nobis eligendi odit consectetur.
Consectetur rerum magni tempora. Fugiat eligendi excepturi quibusdam illum aliquid.
Dolor fugit unde aperiam. Culpa quasi placeat sit inventore. Accusantium modi accusantium consequuntur.
Odio numquam architecto ullam labore voluptas. Quisquam temporibus facilis nesciunt minima enim vel.",09/03/2024,3,https://carreiras.quantumcodesystems.com.br/vaga/2230
2231,SRE Diretor,CrystalNet Tech,DevOps,Diretor,Belo Horizonte,MG,Presencial,CLT,11794,19986,8,"Azure, Negociação, AWS, JavaScript, Resolução de problemas, Cybersecurity, React","Vale-Refeição, Vale-Transporte, Plano de Saúde, Seguro de Vida, Bônus Anual","Sapiente quia optio atque. Voluptatibus dolores nostrum inventore quaerat soluta libero aliquid.
Tenetur laboriosam quasi. Perferendis repellat rem earum ducimus porro odio.
Blanditiis quo neque quia asperiores. Incidunt suscipit omnis illo eius.
Minima soluta facere pariatur animi suscipit. Delectus porro magni eaque saepe perferendis.
Illum impedit suscipit esse. Optio minima non veritatis veritatis incidunt porro. Soluta odit quaerat mollitia. Maiores accusantium architecto alias.",09/01/2023,1,https://carreiras.crystalnettech.com.br/vaga/2231
2232,Arquiteto de Soluções Diretor,OmniSystems,Arquitetura de Software,Diretor,Salvador,BA,Remoto,Temporário,16303,22868,9,"Azure, UML, API Design, SQL, Gestão de tempo, Flask, Design Patterns, Inteligência emocional, Microserviços, CI/CD, Persuasão, React, Adaptabilidade, SOA","Vale-Refeição, Vale-Transporte, Plano de Saúde","Eveniet dolorum nihil. Similique aliquid reprehenderit accusamus.
Porro rerum vitae esse quasi.
Quae dolores neque voluptatem provident aut expedita necessitatibus. Earum qui ipsa dolor cum.
Natus vel blanditiis aspernatur sed impedit nulla. Quod eum laudantium voluptatibus ex. Rerum quis neque sunt consequuntur quo.
Repellat fugiat eos velit. Asperiores nihil suscipit explicabo velit laboriosam veniam. Placeat doloremque nisi corporis quaerat.",09/10/2023,2,https://carreiras.omnisystems.com.br/vaga/2232
2233,Especialista em Segurança da Informação Diretor,OmniIT,Segurança da Informação,Diretor,Brasília,DF,Presencial,PJ,13788,23164,6,"Criptografia, Mentalidade de crescimento, PHP, Análise de Vulnerabilidades, Trabalho em equipe, PostgreSQL, Pensamento crítico, Jenkins, Persuasão, Pentest","Vale-Refeição, Vale-Transporte, Plano de Saúde","Possimus iusto sed modi excepturi mollitia odit. Quisquam tempore aliquid quaerat. Illo id ipsum nisi magnam quam asperiores quod.
Voluptates rerum natus nam. Animi dolorum officia error. Tempore inventore fugit non cum ad facere.
Nisi ab numquam voluptatem. Nemo praesentium reiciendis ipsa aut ea. Odio esse rem aliquam aliquid possimus.
Veritatis enim molestias modi ratione et. Numquam quidem dolore quas neque quidem. Doloribus repellat aspernatur beatae architecto.",05/09/2023,2,https://carreiras.omniit.com.br/vaga/2233
2234,Help Desk Gerente,EliteTech,Suporte Técnico,Gerente,Florianópolis,SC,Remoto,Estágio,16455,22771,9,"Power BI, Troubleshooting, Ética de trabalho, Windows, SQL, CI/CD, Git, React, Adaptabilidade","Vale-Refeição, Vale-Transporte, Plano de Saúde","Consequatur aperiam eligendi expedita laborum eum. Voluptas ratione voluptate unde cupiditate amet eos. Blanditiis mollitia reiciendis sequi ad quaerat sapiente.
Quas facere reiciendis. Maxime debitis repellat quaerat incidunt voluptatem porro. Veritatis odit esse pariatur numquam.
Natus omnis ipsum aliquid. Quasi necessitatibus quibusdam numquam accusantium laudantium quaerat. Reiciendis perferendis libero. Modi est perspiciatis maiores deleniti blanditiis.",01/04/2023,2,https://carreiras.elitetech.com.br/vaga/2234
2235,Cientista de Dados Júnior,HyperNetworks Tecnologia,Ciência de Dados,Júnior,Guarulhos,SP,Remoto,Temporário,16079,24642,0,"DevOps, SQL, Negociação, Mentalidade de crescimento, NumPy, PHP, Pandas, Jenkins, TensorFlow, CI/CD, Resolução de problemas, Estatística, Liderança","Vale-Refeição, Vale-Transporte, Plano de Saúde","Soluta nam nulla praesentium hic. Consectetur labore laboriosam veritatis nam placeat.
Ratione eos quam tempore ab dolorum molestiae. Animi ipsum fuga quisquam.
Sunt adipisci sed quia architecto.
A adipisci dicta nulla.
Cum voluptate asperiores nobis. Ut molestias modi enim harum earum nemo.
Hic harum nostrum accusantium.
Quasi assumenda veniam tempora accusamus.",03/10/2023,1,https://carreiras.hypernetworkstecnologia.com.br/vaga/2235
2236,UI Designer Gerente,GlobalTech,UX/UI Design,Gerente,Maceió,AL,Híbrido,PJ,12742,16311,5,"Spring, Sketch, Tomada de decisão, Adobe XD, Vue.js, Prototipagem, Resiliência, Usabilidade, Criatividade","Vale-Refeição, Vale-Transporte, Plano de Saúde","Quibusdam id id iusto. Quasi sapiente accusamus quisquam dignissimos.
Temporibus fugit omnis veniam minus eum. Eaque eveniet labore recusandae totam possimus provident eos.
Nulla esse nihil eum. Aspernatur vel corporis nihil porro.
Vitae alias vel ratione. Quas est necessitatibus repellendus. Repudiandae quisquam fugiat laboriosam perferendis quam laborum.
Temporibus cum autem nobis enim libero. Omnis cumque vero ad dolor.
Distinctio et magni a adipisci. Officiis eius quisquam nam.",14/01/2024,1,https://carreiras.globaltech.com.br/vaga/2236
2237,Técnico de Suporte Gerente,LogicTechnologies,Suporte Técnico,Gerente,Curitiba,PR,Remoto,CLT,6833,12710,8,"Linux, Troubleshooting, Go, Feedback construtivo, Ética de trabalho, Comunicação, JavaScript, TensorFlow","Vale-Refeição, Vale-Transporte, Plano de Saúde","Error incidunt quasi sapiente laboriosam esse consequatur. Ratione tenetur nisi laborum.
Voluptas fugit incidunt ipsam odio. Laborum impedit dolorum enim porro saepe. Cupiditate quaerat tenetur perferendis.
Ratione impedit quibusdam itaque iusto iusto laboriosam cupiditate. Optio cum necessitatibus. Enim quidem natus incidunt reprehenderit accusamus omnis.
Eligendi quo rerum facere. Totam debitis aliquid voluptates cupiditate magni. Eum asperiores eveniet mollitia qui eligendi.",19/11/2024,3,https://carreiras.logictechnologies.com.br/vaga/2237
2238,Arquiteto de Soluções Pleno,CyberIT,Arquitetura de Software,Pleno,Rio de Janeiro,RJ,Presencial,Estágio,19395,21319,1,"UML, Go, API Design, Feedback construtivo, Design Patterns, React, Criatividade","Vale-Refeição, Vale-Transporte, Plano de Saúde, Seguro de Vida, Bônus Anual","At consectetur nobis autem consectetur eaque quaerat. At voluptate veniam blanditiis debitis consequatur earum.
Quisquam tenetur incidunt rem nobis corporis. Magni minus praesentium corporis voluptatem.
Eos deleniti atque quas ut nam nobis. Quasi quaerat ad. Consequatur dolorum nam molestias accusantium.
Magni quos nam adipisci molestias ducimus. Libero tempore voluptate nobis qui recusandae perspiciatis.
Quod dolor rerum cupiditate. Magni dolorem at sit.",27/06/2024,2,https://carreiras.cyberit.com.br/vaga/2238
2239,Analista de Redes Gerente,PearlSystems,Administração de Redes,Gerente,Goiânia,GO,Presencial,PJ,10079,13828,5,"VPN, Empatia, Ruby, PostgreSQL, VLAN, Persuasão","Vale-Refeição, Vale-Transporte, Plano de Saúde","Doloribus dicta quibusdam vitae cupiditate commodi. Temporibus error minima accusamus cum rerum.
Minus impedit veniam dicta maxime inventore. Maxime architecto maiores commodi nostrum a voluptatem. Minus ipsum ullam ducimus.
Molestias itaque totam odit eveniet temporibus. Deleniti veniam ea quis. Dolore amet quo voluptates.
Officia dolore occaecati corrupti. Voluptate deleniti eum suscipit veritatis reprehenderit totam. Officiis a tempora ab vitae nobis.",09/06/2023,2,https://carreiras.pearlsystems.com.br/vaga/2239
2240,Analista de BI Gerente,LogicData Systems,Business Intelligence,Gerente,Florianópolis,SC,Presencial,Estágio,12227,20515,5,"C++, Power BI, Networking, SQL, Node.js, Gerenciamento de conflitos, Pensamento crítico, ETL, Tableau, Persuasão, Data Warehouse","Vale-Refeição, Vale-Transporte, Plano de Saúde, Seguro de Vida, Bônus Anual","Cumque dolorum sequi suscipit ad alias officia hic. Minus quia commodi. Rem doloremque eveniet nesciunt. Consectetur unde porro distinctio consequuntur.
Dolore assumenda quisquam.
Rerum inventore earum provident cupiditate. Debitis natus omnis repellendus ratione illo id.
Veritatis libero ex placeat consequatur facere explicabo. Aliquam labore numquam numquam rerum nam fugit.",07/05/2024,1,https://carreiras.logicdatasystems.com.br/vaga/2240
2241,Especialista em ML Diretor,CloudMind Tech,Machine Learning,Diretor,Porto Alegre,RS,Remoto,Estágio,19416,24732,4,"Python, NLP, MySQL, Organização, Inteligência emocional, PyTorch, TensorFlow, Jenkins, Redis, Oracle, Persuasão, Criatividade","Vale-Refeição, Vale-Transporte, Plano de Saúde","Nisi ex fugit reiciendis ratione vel voluptatum odit.
Explicabo nostrum eaque repellat debitis labore soluta. Delectus ullam deleniti incidunt possimus quod rerum. Tempora occaecati eos animi eius laboriosam.
Quam tenetur doloribus temporibus blanditiis id omnis.
At voluptate molestiae fuga doloremque. Cumque dolor sed molestiae omnis. Molestias asperiores nostrum ad.
Beatae repellat cumque labore debitis possimus officiis. Similique reiciendis facere cupiditate.",06/11/2023,5,https://carreiras.cloudmindtech.com.br/vaga/2241
2242,Analista de BI Júnior,CloudMind Tech,Business Intelligence,Júnior,Porto Alegre,RS,Híbrido,PJ,10030,18572,0,"Power BI, SQL, Organização, PostgreSQL, TensorFlow, Criatividade","Vale-Refeição, Vale-Transporte, Plano de Saúde","Iure quos autem saepe ad. Enim dolorum sapiente nam id eos voluptatibus.
Totam eos libero possimus. Eos porro rem expedita odio. Quos doloribus rerum.
Expedita beatae ipsum iure dolore necessitatibus. Atque amet dolores exercitationem alias veritatis.
Labore mollitia ab omnis soluta libero fuga vel. Cum suscipit illum quia incidunt pariatur.
Occaecati ad nisi ex.
Perspiciatis aspernatur id quaerat labore rerum molestias. Occaecati quisquam reiciendis officiis illo architecto modi.",25/10/2024,5,https://carreiras.cloudmindtech.com.br/vaga/2242
2243,Engenheiro DevOps Sênior,PrimeTechnologies,DevOps,Sênior,São Paulo,SP,Presencial,Estágio,5566,9811,6,"Azure, C++, DevOps, Mentalidade de crescimento, Terraform, GCP, Docker, Trabalho em equipe, Oracle, Kubernetes, CI/CD, Resolução de problemas, Persuasão","Vale-Refeição, Vale-Transporte, Plano de Saúde","Ipsum excepturi magni nobis. Eligendi repellat fuga consequuntur praesentium ipsam consequatur. Sint fugiat repellendus magnam dolorum aliquam.
Eum porro assumenda rerum. Tempore porro quis. Earum molestiae natus explicabo fugiat vel officia maxime.
Adipisci amet animi iusto. Sint provident voluptate sint minus fugiat eaque ea.
Deserunt quisquam illo corporis aut sint quos. Accusantium id facere. Ullam numquam illo fugit. Aperiam perferendis porro eveniet.",08/05/2024,4,https://carreiras.primetechnologies.com.br/vaga/2243
2244,DBA Pleno,HyperCloud Ltda.,Banco de Dados,Pleno,Curitiba,PR,Remoto,CLT,2641,9644,8,"Modelagem de Dados, Empatia, Kotlin, Inteligência emocional, Trabalho em equipe, SQL, MongoDB, React","Vale-Refeição, Vale-Transporte, Plano de Saúde","Nesciunt nemo autem iusto. Officia animi tempora ipsa nesciunt ducimus.
Nemo suscipit illum. Esse incidunt sed odio magnam cum eaque. Recusandae necessitatibus rem ut laboriosam. Vel necessitatibus reiciendis quae expedita recusandae.
Nesciunt iure dolore error ut officiis. Explicabo sequi totam at veniam.
Vel natus quos illum dolor fuga eum. Officiis aliquam quaerat aliquam cum veniam sit. Rem enim officiis illo animi.",23/05/2023,4,https://carreiras.hypercloudltda.com.br/vaga/2244
2245,Desenvolvedor Front-end Diretor,QuantumCode Tech,Desenvolvimento Web,Diretor,Natal,RN,Híbrido,Estágio,9118,15631,9,"Spring, Networking, Node.js, Feedback construtivo, Swift, Vue.js, Kotlin, Docker, Scrum, React","Vale-Refeição, Vale-Transporte, Plano de Saúde","Rem atque quibusdam magnam repudiandae quidem. Aspernatur ex corporis molestiae dolor labore perferendis. Quam necessitatibus soluta maxime.
Esse asperiores officia. Aliquam repudiandae nam.
Animi quae eos itaque a assumenda delectus. Quas necessitatibus ut maiores. Velit illum dicta.
Nam ut temporibus.
Nulla veritatis illum incidunt perferendis. Excepturi explicabo ratione iusto maiores necessitatibus ea temporibus.",17/06/2023,2,https://carreiras.quantumcodetech.com.br/vaga/2245
